"","X2011","X2012","X2013","X2014","X2015","Full_FIPS","County_Name","State","Pop","No_HS","No_Dip","HS","No_Deg","Associates","Bachelors","Grad","Med_Age","House_Income","Total.Vote","Obama","Romney","GHI_avg.y","count"
"838",15.3,15.3,15.3,15.3,15.3,41053,"Polk County","Oregon",49104,1489,2785,13150,12872,4354,8879,5575,37.4,28458,35257,16292,17819,4.04123015873016,1
"839",0,5.28,5.28,5.28,5.28,41055,"Sherman County","Oregon",1314,20,87,482,388,110,167,60,49.8,804,1026,319,678,4.04123015873016,0
"840",152.335,156.67,156.67,156.67,156.67,41059,"Umatilla County","Oregon",49470,3859,4383,14375,13623,5156,4993,3081,36,26794,24969,8584,15499,4.04123015873016,3
"841",4.08,4.08,4.08,4.08,4.08,41063,"Wallowa County","Oregon",5278,123,224,1746,1368,534,736,547,52.2,3082,4205,1253,2804,4.04123015873016,0
"842",6.67,14.99,14.99,14.99,14.99,41065,"Wasco County","Oregon",17606,1326,1350,5012,4705,1925,2057,1231,41,9704,10873,5211,5229,4.04123015873016,2
"843",855.115,855.115,855.115,855.115,855.115,41067,"Washington County","Oregon",373592,16569,18075,70985,83523,32269,97406,54765,36.1,206426,237023,135291,93974,4.04123015873016,4
"844",123.56,123.56,123.56,123.56,123.56,41071,"Yamhill County","Oregon",66460,3498,4825,19828,17621,5249,9934,5505,38.2,34425,42907,19260,22045,4.04123015873016,1
"845",803.64,1072.08,1107.23,1107.23,1107.23,42001,"Adams County","Pennsylvania",70365,3324,5581,29522,11250,5450,8832,6406,42.8,38193,42457,15091,26767,3.62333333333333,1
"846",509.995,754.875,1005.24,1005.24,1005.24,42003,"Allegheny County","Pennsylvania",877398,16468,40198,261699,145703,82055,193560,137715,40.9,529534,622081,352687,262039,3.62333333333333,6
"847",50.96,74.96,74.96,74.96,74.96,42005,"Armstrong County","Pennsylvania",49652,1578,3921,24543,7752,4426,5225,2207,45.6,28524,29602,9045,20142,3.62333333333333,0
"848",235.795,370.735,437.985,437.985,437.985,42007,"Beaver County","Pennsylvania",122666,3057,7072,48024,22492,14016,18804,9201,44.8,70079,80474,37055,42344,3.62333333333333,1
"849",27.016,47.816,109.306,109.306,109.306,42009,"Bedford County","Pennsylvania",35334,1374,3575,17965,4998,2664,3019,1739,45,20000,21697,4788,16702,3.62333333333333,0
"850",3147.376,3915.855,4154.041,4154.041,4172.641,42011,"Berks County","Pennsylvania",277030,15144,26049,106502,43468,21680,41967,22220,39.7,153312,170338,83011,84702,3.62333333333333,3
"851",97.801,153.451,184.931,204.539,204.539,42013,"Blair County","Pennsylvania",88860,2085,6313,42790,12901,7394,11678,5699,42.8,51034,50247,16276,33319,3.62333333333333,0
"852",207.754,264.234,264.234,264.234,264.234,42015,"Bradford County","Pennsylvania",43825,1316,3741,21041,6276,3724,5112,2615,44.1,24358,23426,8624,14410,3.62333333333333,2
"853",4662.436,5742.693,5928.463,5964.918,5964.918,42017,"Bucks County","Pennsylvania",440969,7853,20996,135166,78110,33843,100389,64612,43,233066,321016,160521,156579,3.62333333333333,4
"854",135.415,223.965,245.675,245.675,245.675,42019,"Butler County","Pennsylvania",129399,2349,6651,45160,21305,12129,27273,14532,42.7,74476,89445,28550,59761,3.62333333333333,1
"855",120.205,184.415,224.055,224.055,224.055,42021,"Cambria County","Pennsylvania",99301,3334,6991,45967,14893,9189,11963,6964,44.4,57465,60526,24249,35163,3.62333333333333,0
"856",8.14,8.14,8.14,8.14,8.14,42023,"Cameron County","Pennsylvania",3678,90,297,1790,579,344,430,148,49.9,2170,2111,724,1359,3.62333333333333,0
"857",394.784,479.314,531.854,531.854,531.854,42025,"Carbon County","Pennsylvania",47170,1185,4124,21814,8019,4736,4546,2746,45,25751,25581,11580,13504,3.62333333333333,0
"858",532.57,661.622,745.789,745.789,745.789,42027,"Centre County","Pennsylvania",91495,2106,4136,28925,11479,6978,19843,18028,30.3,57183,69643,34176,34001,3.62333333333333,1
"859",5837.665,6818.72,7122.652,7146.362,7146.362,42029,"Chester County","Pennsylvania",342356,10909,14002,79358,49076,20784,100394,67833,40.1,186057,251973,124311,124840,3.62333333333333,3
"860",40,61.36,68.38,68.38,68.38,42031,"Clarion County","Pennsylvania",26041,1025,1919,12237,3552,2070,3211,2027,40.3,15830,16187,5056,10828,3.62333333333333,0
"861",20.8,44.72,44.72,44.72,44.72,42033,"Clearfield County","Pennsylvania",59280,2119,5543,30159,8044,5577,5464,2374,43.9,31817,31967,11121,20347,3.62333333333333,0
"862",230.74,247.74,257.99,257.99,257.99,42035,"Clinton County","Pennsylvania",25059,946,2275,11433,3838,2327,2834,1406,38.1,14796,13265,5734,7303,3.62333333333333,0
"863",671.795,752.775,773.343,773.343,773.343,42037,"Columbia County","Pennsylvania",43764,1399,3647,19992,6374,3126,5790,3436,40.1,26178,25623,10937,14236,3.62333333333333,1
"864",68.79,104.57,110.4,113.64,113.64,42039,"Crawford County","Pennsylvania",59974,2734,4662,27006,9355,4371,7446,4400,42.4,34575,35396,13883,20901,3.62333333333333,1
"865",1591.84,1942.495,1959.415,1973.015,1973.015,42041,"Cumberland County","Pennsylvania",167431,4373,9862,58627,26466,13296,33964,20843,40.8,95950,110843,44367,64809,3.62333333333333,3
"866",1437.285,1792.75,1843.092,1861.092,1873.132,42043,"Dauphin County","Pennsylvania",186900,6585,14396,64966,32197,15678,32810,20268,39.6,109623,124008,64965,57450,3.62333333333333,5
"867",1115.832,1352.192,1428.382,1428.382,1428.382,42045,"Delaware County","Pennsylvania",376325,9359,19969,119607,63735,27990,79252,56413,38.9,203817,285564,171792,110853,3.62333333333333,4
"868",9.99,29.73,29.73,29.73,39.03,42047,"Elk County","Pennsylvania",22983,476,1559,11573,2972,2542,2671,1190,46.4,13244,13238,5463,7579,3.62333333333333,0
"869",511.595,759.34,815.56,830.68,835.81,42049,"Erie County","Pennsylvania",187105,4819,12369,74931,30362,15839,31707,17078,38.8,109934,118619,68036,49025,3.62333333333333,1
"870",134.462,170.318,202.818,202.818,218.373,42051,"Fayette County","Pennsylvania",97832,4036,8868,48837,13466,8703,9468,4454,44.2,53997,48513,21971,26018,3.62333333333333,0
"871",832.881,1016.883,1106.054,1114.629,1114.629,42055,"Franklin County","Pennsylvania",104988,4649,10005,46100,16107,8152,12602,7373,40.9,58570,63078,18995,43260,3.62333333333333,0
"872",38.78,91.32,103.4,103.4,103.4,42057,"Fulton County","Pennsylvania",10413,448,1099,5324,1467,709,836,530,43.2,5960,6200,1310,4814,3.62333333333333,0
"873",0,23.68,25.6,25.6,25.6,42059,"Greene County","Pennsylvania",26804,1009,2508,12667,3929,1952,3108,1631,41.9,14394,14464,5852,8428,3.62333333333333,0
"874",94.01,120.55,123.43,123.43,140.33,42061,"Huntingdon County","Pennsylvania",32681,1062,2603,16889,5080,2388,2983,1676,42.5,17225,17639,5409,11979,3.62333333333333,0
"875",29.56,45.54,45.54,45.54,45.54,42063,"Indiana County","Pennsylvania",56291,2454,4001,24731,7906,4477,7597,5125,38.9,34061,36321,14473,21257,3.62333333333333,0
"876",20.24,52.86,52.86,52.86,64.02,42065,"Jefferson County","Pennsylvania",31603,1170,2432,16174,4226,2981,3050,1570,43.6,18479,18097,4787,13048,3.62333333333333,1
"877",312.36,333.56,341.24,341.24,341.24,42067,"Juniata County","Pennsylvania",17317,1156,2011,8839,1934,1104,1386,887,43,9393,9535,2547,6862,3.62333333333333,0
"878",462.743,559.003,569.467,569.467,569.467,42069,"Lackawanna County","Pennsylvania",149695,4460,10674,56390,26087,13328,24403,14353,42.3,85034,98015,61838,35085,3.62333333333333,0
"879",6293.308,7030.048,7214.193,7236.393,7266.913,42071,"Lancaster County","Pennsylvania",351025,24298,30024,133969,51032,23147,57531,31024,38.4,195330,222547,88481,130669,3.62333333333333,2
"880",17.18,44.54,49.685,49.685,49.685,42073,"Lawrence County","Pennsylvania",63496,1931,4958,28547,10056,5516,8356,4132,44.4,36435,39036,17513,21047,3.62333333333333,0
"881",2392.548,2899.246,2986.826,2997.626,3014.266,42075,"Lebanon County","Pennsylvania",93031,4828,8520,40857,13961,6600,11167,7098,41.1,52267,56580,19900,35872,3.62333333333333,0
"882",1656.007,1975.607,2029.912,2052.852,2052.852,42077,"Lehigh County","Pennsylvania",242376,10861,19751,80199,40962,21598,41892,27113,39.5,133960,147035,78283,66874,3.62333333333333,0
"883",775.894,902.294,1002.769,1007.269,1007.269,42079,"Luzerne County","Pennsylvania",226983,7520,17616,89729,42781,20801,30284,18252,42.9,128692,124439,64307,58325,3.62333333333333,2
"884",459.59,555.134,595.369,595.369,622.029,42081,"Lycoming County","Pennsylvania",80594,2200,7469,33117,13304,8059,10468,5977,41.4,45906,46493,15203,30658,3.62333333333333,1
"885",46.36,64.72,78.97,78.97,78.97,42085,"Mercer County","Pennsylvania",80186,2725,5976,35636,12323,6279,11164,6083,43.8,45546,50863,24232,25925,3.62333333333333,2
"886",102.15,152.91,152.91,159.41,159.41,42087,"Mifflin County","Pennsylvania",32674,2405,3423,16389,4416,2243,2669,1129,43.5,18714,16371,4273,11939,3.62333333333333,0
"887",792.361,866.227,911.487,911.487,911.487,42089,"Monroe County","Pennsylvania",112801,3462,8193,41334,24181,9645,16766,9220,41.8,57297,62925,35221,26867,3.62333333333333,2
"888",5135.333,5852.27,6061.01,6061.01,6061.01,42091,"Montgomery County","Pennsylvania",568085,11885,23612,140961,86907,38430,149379,116911,41.1,308626,412237,233356,174381,3.62333333333333,6
"889",325.42,411.14,457.84,457.84,475.82,42093,"Montour County","Pennsylvania",13349,456,958,5314,1844,935,2122,1720,42.9,7380,7831,3053,4652,3.62333333333333,0
"890",1593.212,2020.764,2107.002,2107.002,2107.002,42095,"Northampton County","Pennsylvania",206993,7197,14012,73025,38296,18193,35637,20633,41.8,112927,130765,67606,61446,3.62333333333333,1
"891",624.257,836.437,949.677,949.677,949.677,42097,"Northumberland County","Pennsylvania",68199,2964,6826,34305,8912,5206,6414,3572,43.8,39375,33212,13072,19518,3.62333333333333,0
"892",1043.531,1194.831,1211.391,1211.391,1211.391,42099,"Perry County","Pennsylvania",31931,1036,2643,14678,5611,2855,3387,1721,42.1,18085,19128,5685,13120,3.62333333333333,0
"893",866.448,1064.515,1138.36,1138.36,1138.36,42101,"Philadelphia County","Pennsylvania",1024009,61975,122155,346344,178236,55072,152759,107468,33.7,581050,690327,588806,96467,3.62333333333333,8
"894",215.935,314.405,348.38,348.38,348.38,42103,"Pike County","Pennsylvania",40482,1110,2545,14503,9432,3282,5965,3645,46,21079,23279,10210,12786,3.62333333333333,0
"895",0,9.2,14.45,14.45,14.45,42105,"Potter County","Pennsylvania",12332,437,1068,5946,2080,866,1130,805,45.8,6669,7242,1897,5231,3.62333333333333,0
"896",1004.613,1256.223,1267.003,1267.003,1287.463,42107,"Schuylkill County","Pennsylvania",106674,3424,9938,50931,15901,10068,10436,5976,43.8,58554,57739,24546,32278,3.62333333333333,0
"897",389.675,473.329,484.039,491.539,491.539,42109,"Snyder County","Pennsylvania",26464,1819,2828,12173,3207,2076,2653,1708,39.3,14442,15002,4687,10073,3.62333333333333,1
"898",67.9,78.15,92.45,92.45,92.45,42111,"Somerset County","Pennsylvania",56685,2780,4885,27940,7809,4588,5613,3070,45.3,29619,33942,9436,23984,3.62333333333333,0
"899",34.335,34.335,44.895,44.895,44.895,42113,"Sullivan County","Pennsylvania",4921,154,360,2416,795,403,482,311,51.8,2669,2949,1034,1868,3.62333333333333,0
"900",203.122,252.822,283.402,283.402,283.402,42115,"Susquehanna County","Pennsylvania",30720,733,2612,14354,5143,2622,3324,1932,46.4,17487,18044,6935,10800,3.62333333333333,1
"901",35.4,51.08,64.58,64.58,68.3,42117,"Tioga County","Pennsylvania",29332,837,2570,13073,4801,2292,3521,2238,43,16611,17004,5357,11342,3.62333333333333,0
"902",450.212,531.692,561.607,581.507,581.507,42119,"Union County","Pennsylvania",30478,1708,3197,12553,4676,2107,3745,2492,38.6,14916,16268,6109,9896,3.62333333333333,0
"903",9.78,9.78,22.47,22.47,22.47,42121,"Venango County","Pennsylvania",38780,1376,2879,19256,5853,3307,4144,1965,45.4,22129,22167,7945,13815,3.62333333333333,0
"904",3.84,3.84,3.84,3.84,3.84,42123,"Warren County","Pennsylvania",29821,744,2085,14066,4876,2659,3482,1909,46.2,17113,17299,6995,10010,3.62333333333333,0
"905",283.443,380.283,464.723,464.723,464.723,42125,"Washington County","Pennsylvania",148204,3902,8934,58238,22198,14260,26772,13900,44.2,83739,94750,40345,53230,3.62333333333333,0
"906",647.625,753.685,768.495,768.495,768.495,42127,"Wayne County","Pennsylvania",38609,1195,2939,17087,7033,2760,4518,3077,46.5,19306,21607,8396,12896,3.62333333333333,0
"907",346.7,523.144,575.699,575.699,575.699,42129,"Westmoreland County","Pennsylvania",263887,5472,13689,102682,44817,27431,45021,24775,46.1,151173,169572,63722,103932,3.62333333333333,4
"908",145.93,193.83,213.93,213.93,213.93,42131,"Wyoming County","Pennsylvania",19711,405,1332,9495,3272,1625,2403,1179,43.1,10894,11872,5061,6587,3.62333333333333,1
"909",3788.781,4613.671,4814.551,4819.651,4840.841,42133,"York County","Pennsylvania",302842,10732,24602,124228,49539,24829,45011,23901,40.7,167416,189229,73191,113304,3.62333333333333,1
"910",0,0,4.42,27.27,138.795,44001,"Bristol County","Rhode Island",33968,1345,1803,7592,5120,2779,8112,7217,43.9,19290,24676,14974,9231,NA,0
"911",0,0,3.97,21.47,153.35,44003,"Kent County","Rhode Island",120091,3383,7735,34349,24272,13269,23352,13731,43.5,68616,78923,45564,31567,NA,1
"912",3.6,5.48,63.59,166.745,522.53,44005,"Newport County","Rhode Island",59154,1735,2574,13638,9987,4551,15596,11073,43.9,34848,39452,23463,15202,NA,0
"913",1.4,1.4,54.963,180.973,643.523,44007,"Providence County","Rhode Island",422402,35657,39983,121634,78997,32923,68523,44685,37.1,238284,239786,159520,75785,NA,4
"914",4.375,4.375,51.58,119.3,397.8,44009,"Washington County","Rhode Island",85026,1425,4107,19775,14653,7538,21922,15606,43.3,49564,62879,35888,25366,NA,1
"915",9.216,9.216,9.216,9.216,9.216,45001,"Abbeville County","South Carolina",17036,1268,2468,6383,3353,1471,1463,630,43.3,9573,10671,4543,5981,4.28666666666667,0
"916",5.44,5.44,5.44,5.44,5.44,45007,"Anderson County","South Carolina",130096,8124,14230,41007,28518,12891,16454,8872,40.5,74023,72212,22405,48709,4.28666666666667,0
